現チーム,選手名,SS,守備,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
ヤクルト,青木　宣親,1.0,外野手,39,1982/1/5,175,80,A,右左,宮崎,0,九州・沖縄,1,1,1,0.317,107,425,357,64,113,30,1,18,199,51,2,1,0,1,62,2,5,51,6,0.424,0.557,0.297,134,565,489,84,145,19,2,16,216,58,1,2,1,3,61,2,11,72,13,0.385,0.442,0.327,127,567,495,85,162,37,3,10,235,67,3,4,0,2,51,1,19,48,13,0.409,0.475
ヤクルト,サンタナ,1.0,外野手,28,1992/8/5,195,104,不明,右右,ドミニカ共和国,1,海外,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0.182,13,34,33,1,6,0,0,0,6,5,0,0,0,0,1,0,0,5,2,0.206,0.182,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,村上　宗隆,1.0,内野手,21,2000/2/2,188,97,O,右左,熊本,0,九州・沖縄,1,1,1,0.307,120,515,424,70,130,30,2,28,248,86,11,5,0,1,87,12,3,115,8,0.427,0.585,0.231,143,593,511,76,118,20,0,36,246,96,5,4,0,3,74,5,5,184,9,0.332,0.481,0.083,6,14,12,1,1,0,0,1,4,2,0,0,0,0,2,0,0,5,0,0.214,0.333
ヤクルト,中村　悠平,1.0,捕手,30,1990/6/17,176,83,A,右右,福井,0,中部,1,1,1,0.175,29,92,80,10,14,2,0,0,16,3,0,1,2,1,9,0,0,14,2,0.256,0.2,0.269,126,450,372,42,100,24,2,5,143,36,1,4,13,2,53,3,10,64,11,0.373,0.384,0.211,123,401,341,32,72,9,1,5,98,26,2,0,22,2,31,3,5,39,7,0.285,0.287
ヤクルト,オスナ,1.0,内野手,28,1992/12/12,188,106,不明,右右,ベネズエラ,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,内川　聖一,1.0,内野手,38,1982/8/4,184,92,B,右右,大分,0,九州・沖縄,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.256,137,535,500,49,128,21,0,12,185,41,3,0,1,4,28,4,2,49,16,0.296,0.37,0.242,71,296,281,27,68,11,0,8,103,30,1,1,0,3,9,0,3,32,6,0.27,0.367
ヤクルト,嶋　基宏,0.0,捕手,36,1984/12/13,179,84,A,右右,岐阜,0,中部,1,1,1,0.098,20,45,41,2,4,2,0,0,6,4,0,0,1,0,3,0,0,19,1,0.159,0.146,0.209,57,131,110,12,23,5,0,3,37,15,0,0,7,0,13,0,1,20,3,0.298,0.336,0.206,113,361,315,21,65,12,1,0,79,21,2,3,15,0,30,1,1,89,3,0.277,0.251
ヤクルト,西浦　直亨,0.0,内野手,29,1991/4/11,178,75,B,右右,奈良,0,関西,1,1,1,0.245,101,310,286,24,70,10,0,10,110,43,4,2,4,2,16,3,2,74,11,0.288,0.385,0.235,44,162,149,17,35,9,0,4,56,19,0,0,2,0,10,0,1,35,6,0.288,0.376,0.242,138,550,479,57,116,28,0,10,174,55,1,2,20,3,40,1,8,88,10,0.309,0.363
ヤクルト,荒木　貴裕,0.0,内野手,33,1987/7/26,180,84,AB,右右,富山,0,中部,1,1,1,0.164,63,84,73,10,12,1,1,1,18,7,0,0,3,1,6,1,1,18,3,0.235,0.247,0.25,93,140,124,12,31,6,0,2,43,22,1,0,0,1,13,1,2,29,1,0.329,0.347,0.218,62,109,87,12,19,3,0,3,31,21,3,0,3,2,13,0,4,27,2,0.34,0.356
ヤクルト,山崎　晃大朗,0.0,外野手,27,1993/8/11,173,68,O,左左,和歌山,0,関西,1,1,1,0.245,109,323,282,29,69,6,1,3,86,23,8,9,7,2,31,0,1,70,5,0.32,0.305,0.274,80,185,168,20,46,4,3,0,56,8,4,0,6,0,10,0,1,39,4,0.318,0.333,0.184,23,47,38,7,7,0,1,0,9,0,1,1,3,0,6,0,0,12,1,0.295,0.237
ヤクルト,川端　慎吾,0.0,内野手,33,1987/10/16,185,86,O,右左,大阪,0,関西,1,1,1,0.128,39,42,39,3,5,0,0,0,5,2,0,0,0,0,3,0,0,4,1,0.19,0.128,0.164,37,67,61,5,10,1,0,0,11,7,0,0,0,1,5,0,0,8,2,0.224,0.18,0.259,97,334,297,22,77,9,1,3,97,31,1,0,1,1,32,2,3,37,11,0.336,0.327
ヤクルト,中山　翔太,0.0,外野手,24,1996/9/22,185,95,A,右右,大阪,0,関西,1,1,0,0.229,29,53,48,4,11,1,0,4,24,8,0,0,0,1,3,0,1,19,2,0.283,0.5,0.289,35,100,97,11,28,4,0,5,47,14,0,0,0,0,3,0,0,25,2,0.31,0.485,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,塩見　泰隆,0.0,外野手,27,1993/6/12,179,76,B,右右,神奈川,0,関東,1,1,1,0.279,43,179,154,20,43,4,2,8,75,21,13,2,3,0,17,0,5,44,4,0.369,0.487,0.182,45,98,88,20,16,2,2,1,25,7,4,1,0,0,8,0,2,24,1,0.265,0.284,0.04,16,26,25,1,1,1,0,0,2,0,0,0,0,0,1,0,0,7,0,0.077,0.08
ヤクルト,宮本　丈,0.0,内野手,26,1995/4/3,182,78,B,右左,大阪,0,関西,1,1,1,0.274,94,171,146,16,40,8,0,2,54,12,3,1,5,0,18,0,2,23,3,0.361,0.37,0.143,26,47,42,5,6,0,0,0,6,0,2,1,1,0,4,0,0,19,2,0.217,0.143,0.22,26,48,41,3,9,1,0,0,10,6,0,0,1,1,5,0,0,11,1,0.298,0.244
ヤクルト,奥村　展征,0.0,内野手,25,1995/5/26,178,76,O,右左,滋賀,0,関西,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.199,74,195,166,15,33,8,1,1,46,12,0,2,10,0,16,1,3,47,2,0.281,0.277,0.22,32,46,41,6,9,1,0,1,13,4,0,0,1,1,3,0,0,10,0,0.267,0.317
ヤクルト,松本　直樹,0.0,捕手,27,1993/10/17,177,82,A,右右,香川,0,四国,1,1,1,0.231,6,14,13,0,3,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0.286,0.231,0.212,33,73,66,5,14,1,0,1,18,4,0,0,3,0,3,0,1,9,2,0.257,0.273,0,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ヤクルト,並木　秀尊,0.0,外野手,22,1999/3/23,170,70,不明,右右,埼玉,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,渡邉　大樹,0.0,外野手,23,1997/6/7,182,87,O,右右,千葉,0,関東,1,1,0,0.273,33,12,11,7,3,0,0,0,3,0,2,2,0,0,1,0,0,3,0,0.333,0.273,0.143,16,9,7,5,1,0,0,1,4,1,1,0,1,0,0,0,1,2,0,0.25,0.571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ヤクルト,元山　飛優,0.0,内野手,22,1998/12/4,180,79,AB,右左,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,吉田　大成,0.0,内野手,26,1995/3/7,175,80,B,右左,千葉,0,関東,1,1,0,0.111,8,11,9,0,1,1,0,0,2,1,0,0,1,0,1,0,0,2,1,0.2,0.222,0.188,13,39,32,3,6,1,0,0,7,2,1,1,1,0,4,0,2,8,1,0.316,0.219,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,古賀　優大,0.0,捕手,22,1998/8/7,177,74,B,右右,福岡,0,九州・沖縄,1,1,1,0.048,27,46,42,0,2,0,0,0,2,1,0,0,1,1,0,0,2,4,4,0.089,0.048,0.2,11,17,15,1,3,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0.25,0.2,0.077,7,15,13,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0.143,0.077
ヤクルト,内山　壮真,0.0,捕手,18,2002/6/30,171,71,O,右右,富山,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,長岡　秀樹,0.0,内野手,19,2001/9/26,174,74,A,右左,千葉,0,関東,1,0,0,0.083,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0.083,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,武岡　龍世,0.0,内野手,19,2001/5/28,178,77,O,右左,徳島,0,四国,1,0,0,0.333,5,12,9,0,3,0,0,0,3,0,0,0,1,0,2,0,0,3,0,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,松本　友,0.0,内野手,26,1995/2/5,179,86,O,右左,福岡,0,九州・沖縄,1,0,0,0.2,9,11,10,2,2,1,0,0,3,0,0,0,0,0,1,0,0,3,1,0.273,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,松井　聖,0.0,捕手,25,1995/5/29,175,80,O,右左,愛知,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤクルト,赤羽　由紘,0.0,内野手,20,2000/6/29,175,79,B,右右,長野,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,柳田　悠岐,1.0,外野手,32,1988/10/9,188,87,AB,右左,広島,0,中国,1,1,1,0.342,119,515,427,90,146,23,5,29,266,86,7,2,0,3,84,8,1,103,2,0.449,0.623,0.289,38,157,128,17,37,6,1,7,66,23,4,1,0,0,28,2,1,28,4,0.42,0.516,0.352,130,550,475,95,167,29,5,36,314,102,21,7,0,5,62,4,8,105,8,0.431,0.661
ソフトバンク,バレンティン,1.0,外野手,36,1984/7/2,185,100,不明,右右,オランダ領アンティル,1,海外,1,1,1,0.168,60,218,191,16,32,7,0,9,66,22,0,1,0,2,25,1,0,59,8,0.261,0.346,0.28,120,468,410,65,115,13,0,33,227,93,0,1,0,3,54,3,1,117,11,0.363,0.554,0.268,142,602,514,72,138,22,0,38,274,131,1,1,0,3,85,5,0,121,15,0.37,0.533
ソフトバンク,デスパイネ,1.0,外野手,34,1986/6/17,175,95,不明,右右,キューバ,1,海外,1,1,1,0.224,25,97,85,9,19,1,0,6,38,12,0,0,0,0,12,1,0,11,5,0.32,0.447,0.259,130,519,448,61,116,9,0,36,233,88,0,1,0,3,63,1,5,119,6,0.355,0.52,0.238,116,469,407,62,97,15,1,29,201,74,0,0,0,3,55,4,4,93,13,0.333,0.494
ソフトバンク,グラシアル,1.0,内野手,35,1985/10/14,187,95,不明,右右,キューバ,1,海外,1,1,1,0.277,69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,2,3,62,2,0.326,0.441,0.319,103,410,373,61,119,17,1,28,222,68,4,3,4,4,22,1,7,84,10,0.365,0.595,0.292,54,202,185,29,54,6,1,9,89,30,1,0,0,1,15,0,1,34,8,0.347,0.481
ソフトバンク,今宮　健太,1.0,内野手,29,1991/7/15,172,76,O,右右,大分,0,九州・沖縄,1,1,1,0.268,43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,1,0,22,2,0.285,0.445,0.256,106,426,383,44,98,15,0,14,155,41,4,5,7,1,32,2,3,67,3,0.317,0.405,0.266,99,405,354,45,94,18,1,11,147,45,5,4,22,2,25,2,2,60,5,0.316,0.415
ソフトバンク,中村　晃,1.0,外野手,31,1989/11/5,175,83,O,左左,埼玉,0,関東,1,1,1,0.271,100,413,362,43,98,13,2,6,133,50,0,0,3,6,39,0,3,47,4,0.341,0.367,0.245,44,159,139,10,34,3,1,3,48,11,0,0,3,1,15,0,1,13,0,0.321,0.345,0.292,136,580,506,57,148,28,1,14,220,57,1,1,3,6,60,4,5,68,5,0.369,0.435
ソフトバンク,長谷川　勇也,1.0,外野手,36,1984/12/22,180,86,AB,右左,山形,0,東北,1,1,1,0.224,29,87,76,6,17,5,0,1,25,7,0,0,0,0,10,0,1,18,2,0.322,0.329,0.302,25,54,43,6,13,4,0,3,26,9,1,0,0,2,7,1,2,4,1,0.407,0.605,0.287,55,112,101,15,29,6,0,5,50,20,0,0,0,1,9,3,1,18,3,0.348,0.495
ソフトバンク,川島　慶三,1.0,内野手,37,1983/10/5,171,74,A,右右,長崎,0,九州・沖縄,1,1,1,0.263,59,162,137,21,36,4,0,4,52,9,0,4,2,0,19,0,4,17,2,0.369,0.38,0.364,47,88,66,14,24,5,1,1,34,8,4,1,2,2,17,0,1,9,3,0.488,0.515,0.268,91,152,142,17,38,5,0,3,52,16,2,0,0,3,7,0,0,31,2,0.296,0.366
ソフトバンク,明石　健志,1.0,内野手,35,1986/1/9,175,65,B,右左,北海道,0,北海道,1,1,1,0.253,63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,0,32,1,0.305,0.364,0.248,99,315,282,31,70,12,3,5,103,21,6,2,5,1,26,1,1,66,6,0.313,0.365,0.282,45,115,103,16,29,5,3,1,43,12,2,1,0,0,11,1,1,21,0,0.357,0.417
ソフトバンク,上林　誠知,1.0,外野手,25,1995/8/1,185,88,O,右左,埼玉,0,関東,1,1,1,0.181,69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,0,4,39,1,0.25,0.331,0.194,99,286,258,28,50,6,2,11,93,31,10,4,6,1,18,2,3,75,2,0.254,0.36,0.27,143,608,551,88,149,26,14,22,269,62,13,4,17,3,30,4,7,117,2,0.315,0.488
ソフトバンク,周東　佑京,0.0,内野手,25,1996/2/10,180,66,A,右左,群馬,0,関東,1,1,0,0.27,103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,0,2,79,2,0.325,0.352,0.196,102,114,102,39,20,3,2,1,30,6,25,5,10,0,2,0,0,27,1,0.212,0.294,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,牧原　大成,0.0,内野手,28,1992/10/15,172,72,A,右左,福岡,0,九州・沖縄,1,1,1,0.241,77,180,170,25,41,7,2,1,55,8,6,1,4,2,3,0,1,25,2,0.256,0.324,0.242,114,436,409,37,99,14,2,3,126,27,10,13,12,1,10,0,4,85,2,0.267,0.308,0.317,59,264,249,32,79,12,4,3,108,26,9,3,3,2,8,0,2,33,2,0.341,0.434
ソフトバンク,髙谷　裕亮,0.0,捕手,39,1981/11/13,178,83,O,右左,栃木,0,関東,1,1,1,0.25,33,62,52,6,13,3,0,2,22,10,0,0,4,0,4,0,2,19,0,0.328,0.423,0.167,55,42,30,2,5,0,0,1,8,1,0,0,7,0,5,0,0,15,0,0.286,0.267,0.173,73,57,52,5,9,1,0,1,13,4,0,0,3,0,1,0,1,11,1,0.204,0.25
ソフトバンク,髙田　知季,0.0,内野手,30,1990/5/6,176,68,O,右左,兵庫,0,関西,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.157,93,125,115,6,18,1,0,0,19,10,2,0,6,0,3,0,1,36,1,0.185,0.165,0.188,74,153,133,13,25,3,2,2,38,15,2,0,6,0,12,0,2,36,2,0.265,0.286
ソフトバンク,川瀬　晃,0.0,内野手,23,1997/9/15,175,69,B,右左,大分,0,九州・沖縄,1,1,1,0.191,70,164,141,12,27,6,1,0,35,10,2,1,10,1,11,0,1,26,0,0.253,0.248,0.176,29,37,34,1,6,0,0,0,6,1,1,1,2,0,1,0,0,5,1,0.2,0.176,0.188,13,36,32,3,6,1,0,0,7,2,1,0,2,0,2,0,0,9,2,0.235,0.219
ソフトバンク,釜元　豪,0.0,外野手,27,1993/9/3,180,81,B,右左,長崎,0,九州・沖縄,1,1,1,0.192,32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,0,10,1,0.276,0.192,0.22,86,189,173,18,38,2,1,4,54,11,11,1,4,0,12,0,0,56,2,0.27,0.312,0,6,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
ソフトバンク,海野　隆司,0.0,捕手,23,1997/7/15,174,78,O,右右,岡山,0,中国,1,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,真砂　勇介,0.0,外野手,26,1994/5/4,185,87,B,右右,京都,0,関西,1,1,1,0.314,50,41,35,9,11,2,1,1,18,6,2,2,0,0,4,0,2,11,0,0.415,0.514,0.143,12,23,21,4,3,0,0,0,3,1,2,0,1,0,1,0,0,11,0,0.182,0.143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソフトバンク,柳町　達,0.0,外野手,23,1997/4/20,180,78,B,右左,茨城,0,関東,1,0,0,0.25,12,6,4,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,三森　大貴,0.0,内野手,22,1999/2/21,186,73,A,右左,埼玉,0,関東,1,1,0,0.163,24,46,43,4,7,2,0,0,9,2,1,1,1,0,1,0,1,17,0,0.2,0.209,0.208,24,51,48,7,10,2,2,0,16,1,3,2,0,0,2,0,1,17,0,0.255,0.333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ソフトバンク,リチャード,0.0,内野手,21,1999/6/18,189,119,O,右右,沖縄,0,九州・沖縄,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,増田　珠,0.0,内野手,21,1999/5/21,179,84,O,右右,長崎,0,九州・沖縄,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ソフトバンク,野村　大樹,0.0,内野手,20,2000/9/10,171,83,O,右右,兵庫,0,関西,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,谷川原　健太,0.0,捕手,23,1997/4/16,174,85,B,右左,愛知,0,中部,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ソフトバンク,笹川　吉康,0.0,外野手,18,2002/5/31,193,85,A,左左,神奈川,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,川原田　純平,0.0,内野手,18,2002/5/21,170,72,O,右右,岩手,0,東北,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,水谷　瞬,0.0,外野手,20,2001/3/9,193,95,A,右右,愛知,0,中部,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,黒瀬　健太,0.0,内野手,23,1997/8/12,181,97,O,右右,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ソフトバンク,小林　珠維,0.0,内野手,19,2001/5/7,183,87,A,右右,北海道,0,北海道,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,緒方　理貢,0.0,内野手,22,1998/9/22,175,71,A,右左,宮崎,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,渡邉　陸,0.0,捕手,20,2000/9/24,187,84,A,右左,熊本,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,石塚　綜一郎,0.0,捕手,19,2001/6/7,181,84,B,右右,秋田,0,東北,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,荒木　翔太,0.0,内野手,20,2001/4/5,184,84,A,右右,熊本,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,早　真之介,0.0,外野手,18,2002/9/11,181,78,O,左左,滋賀,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,勝連　大稀,0.0,内野手,19,2001/4/30,175,67,B,右左,沖縄,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,伊藤　大将,0.0,内野手,19,2001/7/27,179,85,A,右右,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソフトバンク,居谷　匠真,0.0,捕手,18,2002/12/30,178,81,O,右右,和歌山,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,レアード,1.0,内野手,33,1987/9/11,185,98,不明,右右,アメリカ,1,海外,1,1,1,0.233,39,147,133,15,31,3,0,6,52,15,0,0,0,1,13,1,0,28,5,0.299,0.391,0.248,139,553,487,59,121,18,0,32,235,89,0,0,0,3,55,2,8,128,18,0.333,0.483,0.233,120,505,450,47,105,14,2,26,201,65,0,1,0,4,44,5,7,124,10,0.309,0.447
ロッテ,福田　秀平,1.0,外野手,32,1989/2/10,182,77,AB,右左,神奈川,0,関東,1,1,1,0.216,62,225,204,20,44,11,1,5,72,19,3,5,4,0,17,2,0,73,3,0.276,0.353,0.259,80,183,166,27,43,8,0,9,78,26,9,3,4,2,11,1,0,48,1,0.302,0.47,0.263,110,128,118,28,31,6,0,7,58,15,6,1,4,0,4,0,2,35,6,0.298,0.492
ロッテ,荻野　貴司,1.0,外野手,35,1985/10/21,172,75,O,右右,奈良,0,関西,1,1,1,0.291,53,236,203,30,59,17,0,1,79,10,19,4,6,1,24,0,2,23,2,0.37,0.389,0.315,125,569,508,76,160,35,7,10,239,46,28,10,9,4,40,1,8,56,4,0.371,0.47,0.287,78,351,317,52,91,15,3,2,118,25,20,6,9,3,13,0,9,25,6,0.33,0.372
ロッテ,角中　勝也,1.0,外野手,33,1987/5/25,180,85,A,右左,石川,0,中部,1,1,1,0.244,84,254,217,21,53,9,3,2,74,15,2,0,7,1,24,0,5,41,7,0.332,0.341,0.258,108,435,368,47,95,17,1,8,138,48,2,2,3,4,55,2,5,63,10,0.359,0.375,0.265,112,470,411,44,109,23,2,7,157,57,3,3,0,6,48,2,5,63,9,0.345,0.382
ロッテ,田村　龍弘,1.0,捕手,26,1994/5/13,172,81,A,右右,大阪,0,関西,1,1,1,0.217,92,237,203,12,44,7,0,4,63,23,1,1,10,1,20,0,3,45,3,0.295,0.31,0.243,100,321,284,30,69,12,1,3,92,31,1,2,12,3,22,0,0,59,8,0.294,0.324,0.239,143,476,415,32,99,14,7,3,136,35,3,3,16,2,40,1,3,68,13,0.309,0.328
ロッテ,清田　育宏,1.0,外野手,35,1986/2/11,180,85,A,右右,千葉,0,関東,1,1,1,0.278,70,209,180,18,50,13,0,7,84,23,0,0,5,0,22,2,2,52,6,0.363,0.467,0.253,117,377,336,49,85,8,2,10,127,57,1,3,2,2,35,1,2,77,6,0.325,0.378,0.226,96,303,261,18,59,10,1,2,77,27,2,2,6,4,32,3,0,63,8,0.306,0.295
ロッテ,井上　晴哉,1.0,内野手,31,1989/7/3,180,114,A,右右,広島,0,中国,1,1,1,0.245,113,447,376,44,92,11,0,15,148,67,0,0,0,4,59,2,8,93,11,0.356,0.394,0.252,129,509,429,60,108,16,1,24,198,65,0,0,0,3,67,1,9,98,10,0.362,0.462,0.292,133,548,476,59,139,26,2,24,241,99,1,0,0,6,63,0,3,106,7,0.374,0.506
ロッテ,藤岡　裕大,0.0,内野手,27,1993/8/8,178,77,O,右左,岡山,0,中国,1,1,1,0.229,106,370,314,34,72,11,2,4,99,33,8,2,16,2,36,1,1,60,5,0.309,0.315,0.264,81,278,250,36,66,14,1,2,88,21,3,1,10,2,16,0,0,33,4,0.306,0.352,0.23,143,611,535,58,123,15,5,5,163,42,14,13,26,1,44,1,5,97,9,0.294,0.305
ロッテ,菅野　剛士,0.0,外野手,27,1993/5/6,171,83,A,右左,東京,0,関東,1,1,1,0.26,81,275,223,24,58,10,3,2,80,20,1,3,5,0,45,0,2,55,7,0.389,0.359,0.197,28,73,66,7,13,2,0,3,24,7,0,0,0,0,6,0,1,11,0,0.274,0.364,0.176,53,161,131,15,23,3,2,2,36,18,1,0,4,1,20,0,5,27,4,0.306,0.275
ロッテ,加藤　翔平,0.0,外野手,30,1991/3/28,183,84,AB,右両,埼玉,0,関東,1,1,1,0.3,22,79,70,13,21,5,1,0,28,3,3,2,0,0,8,0,1,15,0,0.38,0.4,0.202,60,120,109,12,22,3,1,4,39,9,4,2,2,0,7,0,2,32,2,0.263,0.358,0.231,69,132,121,12,28,6,2,0,38,9,7,0,4,1,5,0,1,25,3,0.266,0.314
ロッテ,岡　大海,0.0,外野手,29,1991/7/15,185,80,B,右右,岡山,0,中国,1,1,1,0.143,62,64,56,12,8,0,0,0,8,2,7,3,1,0,7,0,0,18,1,0.238,0.143,0.227,95,182,154,36,35,8,1,6,63,16,13,1,3,1,18,1,6,32,5,0.33,0.409,0.204,51,166,142,19,29,5,0,3,43,13,7,2,2,2,15,0,5,30,3,0.299,0.303
